boredom	atlocation	conference
boredom	atlocation	meeting
boredom	causes	dream
boredom	causes	play
boredom	causes	sleep
boredom	causes	work
boredom	hasproperty	bad
bottle	atlocation	drink
bottle	atlocation	nursery
bottle	atlocation	store
bottle	atlocation	supermarket
bottle	isa	container
bottle	relatedto	beer
bottle	relatedto	container
bottle	relatedto	cup
bottle	relatedto	drinking
bottle	relatedto	glass
bottle	relatedto	liquid
bottle	relatedto	wine
bowl	atlocation	apartment
bowl	atlocation	cabinet
bowl	atlocation	cupboard
bowl	atlocation	dishwasher
bowl	atlocation	refrigerator
bowl	atlocation	restaurant
bowl	atlocation	sink
bowl	atlocation	table
bowl	madeof	glass
bowl	relatedto	ball
bowl	relatedto	container
bowl	relatedto	food
bowl	relatedto	game
bowl	relatedto	kitchen
bowl	relatedto	plate
bowl	relatedto	plates
bowl	relatedto	soup
bowl	usedfor	apples
bowl	usedfor	soup
bowl	usedfor	sugar
box	antonym	ball
box	atlocation	basement
box	atlocation	cellar
box	atlocation	closet
box	atlocation	garage
box	atlocation	loft
box	atlocation	mail
box	atlocation	pen
box	atlocation	warehouse
box	isa	container
box	isa	tree
box	relatedto	article
box	relatedto	case
box	relatedto	container
box	relatedto	england
box	relatedto	fight
box	relatedto	fruit
box	relatedto	inside
box	relatedto	mail
box	relatedto	office
box	relatedto	paper
box	relatedto	shoes
box	relatedto	sock
box	relatedto	storage
box	relatedto	store
box	relatedto	stuff
box	usedfor	storage
box	usedfor	store
boxes	atlocation	attic
boxes	atlocation	basement
boxes	atlocation	cellar
boxes	atlocation	closet
boxes	atlocation	garage
boxes	atlocation	loft
boxes	relatedto	box
bread	antonym	water
bread	antonym	wine
bread	atlocation	dinner
bread	atlocation	jail
bread	atlocation	market
bread	atlocation	oven
bread	atlocation	pantry
bread	atlocation	refrigerator
bread	atlocation	store
bread	atlocation	supermarket
bread	isa	food
bread	relatedto	bee
bread	relatedto	beer
bread	relatedto	body
bread	relatedto	box
bread	relatedto	dinner
bread	relatedto	flower
bread	relatedto	food
bread	relatedto	good
bread	relatedto	jail
bread	relatedto	outside
bread	relatedto	pan
bread	relatedto	product
bread	relatedto	stable
bread	relatedto	stuff
bread	relatedto	water
bread	relatedto	wonder
bridge	atlocation	california
bridge	atlocation	dentist
bridge	atlocation	florida
bridge	atlocation	mouth
bridge	atlocation	river
bridge	atlocation	texas
bridge	hascontext	act
bridge	hassubevent	competition
bridge	isa	communication
bridge	isa	game
bridge	partof	act
bridge	partof	ship
bridge	relatedto	building
